proteinID	LocusTag	location	proteinID2	description	strand	geneStart	geneEnd	gap_start	gap_end	gap_length	gap_treatment	gap_strand	overlap_type
AGU55820.1	RSAU_002063	complement(2206766..2206879)	AGU55820.1	50S ribosomal protein L36	-	2206766	2206879	2158325	2219319	60994	TSB	+	Gene within gap
AGU55821.1	RSAU_002064	complement(2206911..2207129)	AGU55821.1	translation initiation factor IF-1 (infA)	-	2206911	2207129	2158325	2219319	60994	TSB	+	Gene within gap
AGU55822.1	RSAU_002065	complement(2207322..2207969)	AGU55822.1	adenylate kinase	-	2207322	2207969	2158325	2219319	60994	TSB	+	Gene within gap
AGU55823.1	RSAU_002066	complement(2207986..2209278)	AGU55823.1	preprotein translocase, SecY subunit	-	2207986	2209278	2158325	2219319	60994	TSB	+	Gene within gap
AGU55824.1	RSAU_002067	complement(2209278..2209718)	AGU55824.1	50S ribosomal protein L15	-	2209278	2209718	2158325	2219319	60994	TSB	+	Gene within gap
AGU55825.1	RSAU_002068	complement(2209735..2209914)	AGU55825.1	50S ribosomal protein L30	-	2209735	2209914	2158325	2219319	60994	TSB	+	Gene within gap
AGU55826.1	RSAU_002069	complement(2209931..2210431)	AGU55826.1	ribosomal protein S5	-	2209931	2210431	2158325	2219319	60994	TSB	+	Gene within gap
AGU55827.1	RSAU_002070	complement(2210452..2210811)	AGU55827.1	50S ribosomal protein L18	-	2210452	2210811	2158325	2219319	60994	TSB	+	Gene within gap
AGU55828.1	RSAU_002071	complement(2210842..2211378)	AGU55828.1	50S ribosomal protein L6	-	2210842	2211378	2158325	2219319	60994	TSB	+	Gene within gap
AGU55829.1	RSAU_002072	complement(2211403..2211801)	AGU55829.1	30S ribosomal protein S8	-	2211403	2211801	2158325	2219319	60994	TSB	+	Gene within gap
AGU55830.1	RSAU_002073	complement(2211833..2212018)	AGU55830.1	30S ribosomal protein S14	-	2211833	2212018	2158325	2219319	60994	TSB	+	Gene within gap
AGU55831.1	RSAU_002074	complement(2212041..2212580)	AGU55831.1	50S ribosomal protein L5	-	2212041	2212580	2158325	2219319	60994	TSB	+	Gene within gap
AGU55832.1	RSAU_002075	complement(2212607..2212924)	AGU55832.1	50S ribosomal protein L24	-	2212607	2212924	2158325	2219319	60994	TSB	+	Gene within gap
AGU55833.1	RSAU_002076	complement(2212960..2213328)	AGU55833.1	50S ribosomal protein L14	-	2212960	2213328	2158325	2219319	60994	TSB	+	Gene within gap
AGU55834.1	RSAU_002077	complement(2213360..2213623)	AGU55834.1	30S ribosomal protein S17	-	2213360	2213623	2158325	2219319	60994	TSB	+	Gene within gap
AGU55835.1	RSAU_002078	complement(2213647..2213856)	AGU55835.1	50S ribosomal protein L29	-	2213647	2213856	2158325	2219319	60994	TSB	+	Gene within gap
AGU55836.1	RSAU_002079	complement(2213846..2214280)	AGU55836.1	50S ribosomal protein L16	-	2213846	2214280	2158325	2219319	60994	TSB	+	Gene within gap
AGU55837.1	RSAU_002080	complement(2214283..2214936)	AGU55837.1	30S ribosomal protein S3	-	2214283	2214936	2158325	2219319	60994	TSB	+	Gene within gap
AGU55838.1	RSAU_002081	complement(2214960..2215313)	AGU55838.1	50S ribosomal protein L22	-	2214960	2215313	2158325	2219319	60994	TSB	+	Gene within gap
AGU55839.1	RSAU_002082	complement(2215342..2215620)	AGU55839.1	30S ribosomal protein S19	-	2215342	2215620	2158325	2219319	60994	TSB	+	Gene within gap
AGU55840.1	RSAU_002083	complement(2215687..2216520)	AGU55840.1	50S ribosomal protein L2	-	2215687	2216520	2158325	2219319	60994	TSB	+	Gene within gap
AGU55841.1	RSAU_002084	complement(2216553..2216828)	AGU55841.1	50S ribosomal protein L23	-	2216553	2216828	2158325	2219319	60994	TSB	+	Gene within gap
AGU55842.1	RSAU_002085	complement(2216828..2217451)	AGU55842.1	50S ribosomal protein L4	-	2216828	2217451	2158325	2219319	60994	TSB	+	Gene within gap
AGU55843.1	RSAU_002086	complement(2217478..2218140)	AGU55843.1	50S ribosomal protein L3	-	2217478	2218140	2158325	2219319	60994	TSB	+	Gene within gap
AGU55844.1	RSAU_002087	complement(2218168..2218476)	AGU55844.1	30S ribosomal protein S10	-	2218168	2218476	2158325	2219319	60994	TSB	+	Gene within gap
AGU55845.1	RSAU_002088	2218833..2219222	AGU55845.1	hypothetical protein	+	2218833	2219222	2158325	2219319	60994	TSB	+	Gene within gap
AGU56200.1	RSAU_002448	complement(2600296..2601792)	AGU56200.1	malate:quinone oxidoreductase 2	-	2600296	2601792	2600224	2653758	53534	TSB	+	Gene within gap
AGU56201.1	RSAU_002449	complement(2602477..2604096)	AGU56201.1	acetate-CoA ligase, AMP-dependent	-	2602477	2604096	2600224	2653758	53534	TSB	+	Gene within gap
AGU56202.1	RSAU_002450	complement(2604269..2604748)	AGU56202.1	antibiotic biosynthesis monooxygenase	-	2604269	2604748	2600224	2653758	53534	TSB	+	Gene within gap
AGU56203.1	RSAU_002451	complement(2604992..2605204)	AGU56203.1	hypothetical protein	-	2604992	2605204	2600224	2653758	53534	TSB	+	Gene within gap
AGU56204.1	RSAU_002452	complement(2605484..2607193)	AGU56204.1	choline dehydrogenase CDH	-	2605484	2607193	2600224	2653758	53534	TSB	+	Gene within gap
AGU56205.1	RSAU_002453	complement(2607454..2608944)	AGU56205.1	glycine betaine aldehyde dehydrogenase	-	2607454	2608944	2600224	2653758	53534	TSB	+	Gene within gap
AGU56206.1	RSAU_002454	2609197..2609760	AGU56206.1	transcriptional regulator, putative	+	2609197	2609760	2600224	2653758	53534	TSB	+	Gene within gap
AGU56207.1	RSAU_002455	complement(2609948..2610634)	AGU56207.1	metallo-beta-lactamase superfamily protein	-	2609948	2610634	2600224	2653758	53534	TSB	+	Gene within gap
AGU56208.1	RSAU_002456	complement(2610898..2612520)	AGU56208.1	glycine betaine transporter, putative	-	2610898	2612520	2600224	2653758	53534	TSB	+	Gene within gap
AGU56209.1	RSAU_002457	complement(2613039..2613575)	AGU56209.1	anaerobic ribonucleotide reductase, small chain	-	2613039	2613575	2600224	2653758	53534	TSB	+	Gene within gap
AGU56210.1	RSAU_002458	complement(2613572..2615422)	AGU56210.1	anaerobic ribonucleoside triphosphate reductase, large chain	-	2613572	2615422	2600224	2653758	53534	TSB	+	Gene within gap
AGU56211.1	RSAU_002459	complement(2615670..2617040)	AGU56211.1	citrate transporter, putative	-	2615670	2617040	2600224	2653758	53534	TSB	+	Gene within gap
AGU56212.1	RSAU_002460	complement(2617516..2618121)	AGU56212.1	precorrin-2 dehydrogenase	-	2617516	2618121	2600224	2653758	53534	TSB	+	Gene within gap
AGU56213.1	RSAU_002461	complement(2618184..2620064)	AGU56213.1	sulfite reductase (NADPH) flavoprotein, alpha chain	-	2618184	2620064	2600224	2653758	53534	TSB	+	Gene within gap
AGU56214.1	RSAU_002462	complement(2620460..2620957)	AGU56214.1	glutathione peroxidase GpxA	-	2620460	2620957	2600224	2653758	53534	TSB	+	Gene within gap
AGU56215.1	RSAU_002463	complement(2620967..2621227)	AGU56215.1	hypothetical protein	-	2620967	2621227	2600224	2653758	53534	TSB	+	Gene within gap
AGU56216.1	RSAU_002464	complement(2621652..2621765)	AGU56216.1	hypothetical protein	-	2621652	2621765	2600224	2653758	53534	TSB	+	Gene within gap
AGU56217.1	RSAU_002465	complement(2622381..2624381)	AGU56217.1	membrane protein, putative	-	2622381	2624381	2600224	2653758	53534	TSB	+	Gene within gap
AGU56218.1	RSAU_002466	complement(2624378..2625133)	AGU56218.1	ABC transporter, ATP-binding protein, putative	-	2624378	2625133	2600224	2653758	53534	TSB	+	Gene within gap
AGU56219.1	RSAU_002467	complement(2625241..2626128)	AGU56219.1	two-component sensor histidine kinase, putative	-	2625241	2626128	2600224	2653758	53534	TSB	+	Gene within gap
AGU56220.1	RSAU_002468	complement(2626139..2626804)	AGU56220.1	two-component sensor response regulator, putative	-	2626139	2626804	2600224	2653758	53534	TSB	+	Gene within gap
AGU56221.1	RSAU_002469	complement(2626830..2627030)	AGU56221.1	hypothetical protein	-	2626830	2627030	2600224	2653758	53534	TSB	+	Gene within gap
AGU56222.1	RSAU_002470	2627228..2628460	AGU56222.1	alkaline phosphatase III, precursor	+	2627228	2628460	2600224	2653758	53534	TSB	+	Gene within gap
AGU56223.1	RSAU_002471	complement(2628935..2629390)	AGU56223.1	transcriptional regulator, MarR family	-	2628935	2629390	2600224	2653758	53534	TSB	+	Gene within gap
AGU56224.1	RSAU_002472	complement(2629635..2630396)	AGU56224.1	tributyrin esterase EstA	-	2629635	2630396	2600224	2653758	53534	TSB	+	Gene within gap
AGU56225.1	RSAU_002473	complement(2630512..2633115)	AGU56225.1	clumping factor B (ClfB)	-	2630512	2633115	2600224	2653758	53534	TSB	+	Gene within gap
AGU56226.1	RSAU_002474	complement(2633465..2634169)	AGU56226.1	transcriptional regulator, Crp/Fnr family	-	2633465	2634169	2600224	2653758	53534	TSB	+	Gene within gap
AGU56227.1	RSAU_002475	complement(2634268..2635236)	AGU56227.1	carbamate kinase ArcC2	-	2634268	2635236	2600224	2653758	53534	TSB	+	Gene within gap
AGU56228.1	RSAU_002476	complement(2635226..2636656)	AGU56228.1	arginine/oirnithine antiporter ArcD	-	2635226	2636656	2600224	2653758	53534	TSB	+	Gene within gap
AGU56229.1	RSAU_002478	complement(2637789..2639024)	AGU56229.1	arginine deiminase	-	2637789	2639024	2600224	2653758	53534	TSB	+	Gene within gap
AGU56230.1	RSAU_002479	complement(2639371..2639820)	AGU56230.1	arginine repressor ArgR	-	2639371	2639820	2600224	2653758	53534	TSB	+	Gene within gap
AGU56231.1	RSAU_002480	complement(2640187..2641716)	AGU56231.1	zinc metalloproteinase aureolysin Aur	-	2640187	2641716	2600224	2653758	53534	TSB	+	Gene within gap
AGU56232.1	RSAU_002481	complement(2642130..2642657)	AGU56232.1	immunodominant antigen B IsaB	-	2642130	2642657	2600224	2653758	53534	TSB	+	Gene within gap
AGU56233.1	RSAU_002482	2642916..2643374	AGU56233.1	hypothetical protein	+	2642916	2643374	2600224	2653758	53534	TSB	+	Gene within gap
AGU56234.1	RSAU_002483	2643614..2645488	AGU56234.1	transcriptional antiterminator, BglG family	+	2643614	2645488	2600224	2653758	53534	TSB	+	Gene within gap
AGU56235.1	RSAU_002484	2645565..2647517	AGU56235.1	fructose-specific PTS system, IIABC component	+	2645565	2647517	2600224	2653758	53534	TSB	+	Gene within gap
AGU56236.1	RSAU_002485	2647531..2648469	AGU56236.1	mannose-6-phosphate isomerase	+	2647531	2648469	2600224	2653758	53534	TSB	+	Gene within gap
AGU56237.1	RSAU_002486	complement(2648581..2651562)	AGU56237.1	phage infection protein, putative	-	2648581	2651562	2600224	2653758	53534	TSB	+	Gene within gap
AGU56238.1	RSAU_002487	2651773..2653632	AGU56238.1	N-acetylmuramoyl-L-alanine amidase	+	2651773	2653632	2600224	2653758	53534	TSB	+	Gene within gap
AGU54321.1	RSAU_000470	512547..513434	AGU54321.1	pyridoxal biosynthesis lyase PdxS, putative	+	512547	513434	512549	557107	44558	TSB	-	Gene end in gap
AGU54322.1	RSAU_000471	513438..513998	AGU54322.1	glutamine amidotransferase family protein	+	513438	513998	512549	557107	44558	TSB	-	Gene within gap
AGU54323.1	RSAU_000472	complement(514206..515420)	AGU54323.1	nucleoside permease NupC, putative	-	514206	515420	512549	557107	44558	TSB	-	Gene within gap
AGU54324.1	RSAU_000473	515578..516039	AGU54324.1	Transcriptional regulator ctsR	+	515578	516039	512549	557107	44558	TSB	-	Gene within gap
AGU54325.1	RSAU_000474	516058..516624	AGU54325.1	UvrB/UvrC domain protein	+	516058	516624	512549	557107	44558	TSB	-	Gene within gap
AGU54326.1	RSAU_000475	516611..517621	AGU54326.1	ATP:guanido phosphotransferase, putative	+	516611	517621	512549	557107	44558	TSB	-	Gene within gap
AGU54327.1	RSAU_000476	517740..520091	AGU54327.1	ATP-dependent Clp protease ATP-binding subunit ClpC	+	517740	520091	512549	557107	44558	TSB	-	Gene within gap
AGU54328.1	RSAU_000477	520576..521940	AGU54328.1	DNA repair protein RadA	+	520576	521940	512549	557107	44558	TSB	-	Gene within gap
AGU54329.1	RSAU_000478	521965..523038	AGU54329.1	PIN-YacL domain protein	+	521965	523038	512549	557107	44558	TSB	-	Gene within gap
AGU54330.1	RSAU_000479	523595..525049	AGU54330.1	glutamyl-tRNA synthetase GluRS	+	523595	525049	512549	557107	44558	TSB	-	Gene within gap
AGU54331.1	RSAU_000480	525473..526120	AGU54331.1	serine O-acetyltransferase	+	525473	526120	512549	557107	44558	TSB	-	Gene within gap
AGU54332.1	RSAU_000481	526104..527504	AGU54332.1	cysteinyl-tRNA synthetase	+	526104	527504	512549	557107	44558	TSB	-	Gene within gap
AGU54333.1	RSAU_000482	527497..527901	AGU54333.1	ribonuclease III, putative	+	527497	527901	512549	557107	44558	TSB	-	Gene within gap
AGU54334.1	RSAU_000483	527909..528655	AGU54334.1	tRNA/rRNA methyltransferase, TrmH family, putative	+	527909	528655	512549	557107	44558	TSB	-	Gene within gap
AGU54335.1	RSAU_000484	528655..529179	AGU54335.1	YacP-like NYN domain protein	+	528655	529179	512549	557107	44558	TSB	-	Gene within gap
AGU54336.1	RSAU_000485	529260..529829	AGU54336.1	RNA polymerase sigma factor, putative	+	529260	529829	512549	557107	44558	TSB	-	Gene within gap
AGU54337.1	RSAU_000486	529944..530087	AGU54337.1	50S ribosomal protein L33	+	529944	530087	512549	557107	44558	TSB	-	Gene within gap
AGU54338.1	RSAU_000487	530143..530325	AGU54338.1	preprotein translocase, SecE subunit	+	530143	530325	512549	557107	44558	TSB	-	Gene within gap
AGU54339.1	RSAU_000488	530338..530886	AGU54339.1	transcription antitermination protein NusG	+	530338	530886	512549	557107	44558	TSB	-	Gene within gap
AGU54340.1	RSAU_000489	531067..531489	AGU54340.1	50S ribosomal protein L11	+	531067	531489	512549	557107	44558	TSB	-	Gene within gap
AGU54341.1	RSAU_000490	531697..532389	AGU54341.1	50S ribosomal protein L1	+	531697	532389	512549	557107	44558	TSB	-	Gene within gap
AGU54342.1	RSAU_000491	532661..533161	AGU54342.1	50S ribosomal protein L10	+	532661	533161	512549	557107	44558	TSB	-	Gene within gap
AGU54343.1	RSAU_000492	533204..533572	AGU54343.1	50S ribosomal protein L7/L12	+	533204	533572	512549	557107	44558	TSB	-	Gene within gap
AGU54344.1	RSAU_000493	533747..534355	AGU54344.1	S-adenosylmethionine-dependent methyltransferase, small subunit, putative	+	533747	534355	512549	557107	44558	TSB	-	Gene within gap
AGU54345.1	RSAU_000494	534570..538121	AGU54345.1	DNA-dependent RNA polymerase, beta subunit	+	534570	538121	512549	557107	44558	TSB	-	Gene within gap
AGU54346.1	RSAU_000495	538258..541881	AGU54346.1	DNA directed RNA polymerase beta-prime chain, putative	+	538258	541881	512549	557107	44558	TSB	-	Gene within gap
AGU54347.1	RSAU_000496	542018..542272	AGU54347.1	ribosomal protein L7Ae/L30e/S12e/Gadd45	+	542018	542272	512549	557107	44558	TSB	-	Gene within gap
AGU54348.1	RSAU_000497	542370..542783	AGU54348.1	30S ribosomal protein S12	+	542370	542783	512549	557107	44558	TSB	-	Gene within gap
AGU54349.1	RSAU_000498	542849..543319	AGU54349.1	30S ribosomal protein S7	+	542849	543319	512549	557107	44558	TSB	-	Gene within gap
AGU54350.1	RSAU_000499	543442..545523	AGU54350.1	translation elongation factor G	+	543442	545523	512549	557107	44558	TSB	-	Gene within gap
AGU54351.1	RSAU_000500	545740..546924	AGU54351.1	translation elongation factor Tu	+	545740	546924	512549	557107	44558	TSB	-	Gene within gap
AGU54352.1	RSAU_000501	complement(547206..548381)	AGU54352.1	peptidase, M20-M25-M40 family	-	547206	548381	512549	557107	44558	TSB	-	Gene within gap
AGU54353.1	RSAU_000502	548552..549739	AGU54353.1	2-amino-3-ketobutyrate coenzyme A ligase, putative	+	548552	549739	512549	557107	44558	TSB	-	Gene within gap
AGU54354.1	RSAU_000503	550005..550883	AGU54354.1	chaperone protein HchA	+	550005	550883	512549	557107	44558	TSB	-	Gene within gap
AGU54355.1	RSAU_000504	551039..552679	AGU54355.1	ribulokinase	+	551039	552679	512549	557107	44558	TSB	-	Gene within gap
AGU54356.1	RSAU_000505	552893..553858	AGU54356.1	putative epimerase/dehydratase	+	552893	553858	512549	557107	44558	TSB	-	Gene within gap
AGU54357.1	RSAU_000506	554195..555271	AGU54357.1	branched-chain amino acid aminotransferase	+	554195	555271	512549	557107	44558	TSB	-	Gene within gap
AGU54358.1	RSAU_000507	555523..556206	AGU54358.1	haloacid dehalogenase-like hydrolase	+	555523	556206	512549	557107	44558	TSB	-	Gene within gap
AGU54359.1	RSAU_000508	complement(556322..556984)	AGU54359.1	deoxyadenosine kinase, putative	-	556322	556984	512549	557107	44558	TSB	-	Gene within gap
AGU54360.1	RSAU_000509	complement(556977..557594)	AGU54360.1	deoxynucleoside kinase	-	556977	557594	512549	557107	44558	TSB	-	Gene start in gap
AGU54458.1	RSAU_000620	669207..669557	AGU54458.1	staphylococcal complement inhibitor SCIN	+	669207	669557	668568	706865	38297	TSB	-	Gene within gap
AGU54459.1	RSAU_000621	669839..671485	AGU54459.1	ISSau3 transposase, putative	+	669839	671485	668568	706865	38297	TSB	-	Gene within gap
AGU54460.1	RSAU_000622	672981..673814	AGU54460.1	YitT family protein, putative	+	672981	673814	668568	706865	38297	TSB	-	Gene within gap
AGU54461.1	RSAU_000623	674104..674892	AGU54461.1	ferrichrome transport ATP-binding protein, putative	+	674104	674892	668568	706865	38297	TSB	-	Gene within gap
AGU54462.1	RSAU_000624	674928..675932	AGU54462.1	ferrichrome transport permease, putative	+	674928	675932	668568	706865	38297	TSB	-	Gene within gap
AGU54463.1	RSAU_000625	675929..676945	AGU54463.1	ferrichrome transport permease, putative	+	675929	676945	668568	706865	38297	TSB	-	Gene within gap
AGU54464.1	RSAU_000626	677179..678147	AGU54464.1	dihydroxyacetone kinase, subunit K, putative	+	677179	678147	668568	706865	38297	TSB	-	Gene within gap
AGU54465.1	RSAU_000627	678189..678773	AGU54465.1	dihydroxyacetone kinase, phosphatase subunit L, putative	+	678189	678773	668568	706865	38297	TSB	-	Gene within gap
AGU54466.1	RSAU_000628	678766..679128	AGU54466.1	dihydroxyacetone kinase, phosphotransfer subunit, putative	+	678766	679128	668568	706865	38297	TSB	-	Gene within gap
AGU54467.1	RSAU_000629	679244..679741	AGU54467.1	hypothetical protein	+	679244	679741	668568	706865	38297	TSB	-	Gene within gap
AGU54468.1	RSAU_000630	680197..681264	AGU54468.1	putative membrane protein	+	680197	681264	668568	706865	38297	TSB	-	Gene within gap
AGU54469.1	RSAU_000631	681415..682458	AGU54469.1	esterase/lipase putative	+	681415	682458	668568	706865	38297	TSB	-	Gene within gap
AGU54470.1	RSAU_000632	682830..683216	AGU54470.1	hypothetical protein	+	682830	683216	668568	706865	38297	TSB	-	Gene within gap
AGU54471.1	RSAU_000633	complement(683423..683929)	AGU54471.1	acetyltransferase, GNAT family, putative	-	683423	683929	668568	706865	38297	TSB	-	Gene within gap
AGU54472.1	RSAU_000634	684042..684965	AGU54472.1	NAD-dependent epimerase/dehydratase, putative	+	684042	684965	668568	706865	38297	TSB	-	Gene within gap
AGU54473.1	RSAU_000635	684981..685655	AGU54473.1	two-component DNA-binding response regulator, putative	+	684981	685655	668568	706865	38297	TSB	-	Gene within gap
AGU54474.1	RSAU_000636	685648..686688	AGU54474.1	two-component sensor histidine kinase, putative	+	685648	686688	668568	706865	38297	TSB	-	Gene within gap
AGU54475.1	RSAU_000637	686832..687593	AGU54475.1	bacitracin ABC transporter ATP-binding protein, putative	+	686832	687593	668568	706865	38297	TSB	-	Gene within gap
AGU54476.1	RSAU_000638	687583..689472	AGU54476.1	bacitracin export ABC transporter permease, putative	+	687583	689472	668568	706865	38297	TSB	-	Gene within gap
AGU54477.1	RSAU_000639	690197..690814	AGU54477.1	phosphate transport regulator, putative	+	690197	690814	668568	706865	38297	TSB	-	Gene within gap
AGU54478.1	RSAU_000640	690830..691837	AGU54478.1	phosphate transporter, putative	+	690830	691837	668568	706865	38297	TSB	-	Gene within gap
AGU54479.1	RSAU_000641	complement(692423..693220)	AGU54479.1	secretory antigen SsaA-like protein	-	692423	693220	668568	706865	38297	TSB	-	Gene within gap
AGU54480.1	RSAU_000642	693581..694225	AGU54480.1	integral membrane protein that interacts with FtsH, putative	+	693581	694225	668568	706865	38297	TSB	-	Gene within gap
AGU54481.1	RSAU_000643	694923..697073	AGU54481.1	AraC/XylS family transcriptional regulator, putative	+	694923	697073	668568	706865	38297	TSB	-	Gene within gap
AGU54482.1	RSAU_000644	697219..697578	AGU54482.1	HTH-type transcriptional regulator SarX	+	697219	697578	668568	706865	38297	TSB	-	Gene within gap
AGU54483.1	RSAU_000645	697768..698484	AGU54483.1	putative DUF28-containing protein	+	697768	698484	668568	706865	38297	TSB	-	Gene within gap
AGU54484.1	RSAU_000646	698484..698957	AGU54484.1	putative Cupin superfamily protein	+	698484	698957	668568	706865	38297	TSB	-	Gene within gap
AGU54485.1	RSAU_000647	699310..699954	AGU54485.1	putative DUF402-containing protein	+	699310	699954	668568	706865	38297	TSB	-	Gene within gap
AGU54486.1	RSAU_000648	700070..700936	AGU54486.1	LysR family transcriptional regulator, putative	+	700070	700936	668568	706865	38297	TSB	-	Gene within gap
AGU54487.1	RSAU_000649	701146..702360	AGU54487.1	major facilitator superfamily protein	+	701146	702360	668568	706865	38297	TSB	-	Gene within gap
AGU54488.1	RSAU_000650	702357..702845	AGU54488.1	putative glycine-zipper protein	+	702357	702845	668568	706865	38297	TSB	-	Gene within gap
AGU54489.1	RSAU_000651	complement(702944..703633)	AGU54489.1	hypothetical protein	-	702944	703633	668568	706865	38297	TSB	-	Gene within gap
AGU54490.1	RSAU_000652	703760..704203	AGU54490.1	acetyltransferase, putative	+	703760	704203	668568	706865	38297	TSB	-	Gene within gap
AGU54491.1	RSAU_000653	704270..704647	AGU54491.1	lipoprotein, putative	+	704270	704647	668568	706865	38297	TSB	-	Gene within gap
AGU54492.1	RSAU_000654	704785..705084	AGU54492.1	hypothetical protein	+	704785	705084	668568	706865	38297	TSB	-	Gene within gap
AGU54493.1	RSAU_000655	705164..705706	AGU54493.1	acetyltransferase, putative	+	705164	705706	668568	706865	38297	TSB	-	Gene within gap
AGU54494.1	RSAU_000656	complement(705802..706368)	AGU54494.1	lysine decarboxylase family protein	-	705802	706368	668568	706865	38297	TSB	-	Gene within gap
AGU54495.1	RSAU_000657	complement(706370..706828)	AGU54495.1	YaiI/YqxD family protein	-	706370	706828	668568	706865	38297	TSB	-	Gene within gap
AGU54496.1	RSAU_000658	complement(706831..707514)	AGU54496.1	hypothetical protein	-	706831	707514	668568	706865	38297	TSB	-	Gene start in gap
AGU54100.1	RSAU_000228	272282..272575	AGU54100.1	putative WxG domain protein	+	272282	272575	272202	306726	34524	TSB	-	Gene within gap
AGU54101.1	RSAU_000229	272658..275687	AGU54101.1	EsaA	+	272658	275687	272202	306726	34524	TSB	-	Gene within gap
AGU54102.1	RSAU_000230	275687..276145	AGU54102.1	type VII secretion protein EssA	+	275687	276145	272202	306726	34524	TSB	-	Gene within gap
AGU54103.1	RSAU_000231	276117..276359	AGU54103.1	esaB	+	276117	276359	272202	306726	34524	TSB	-	Gene within gap
AGU54104.1	RSAU_000232	276372..277706	AGU54104.1	type VII secretion protein EssB	+	276372	277706	272202	306726	34524	TSB	-	Gene within gap
AGU54105.1	RSAU_000233	277728..282167	AGU54105.1	type VII secretion protein EssC	+	277728	282167	272202	306726	34524	TSB	-	Gene within gap
AGU54106.1	RSAU_000234	282197..282589	AGU54106.1	virulence protein EsaC	+	282197	282589	272202	306726	34524	TSB	-	Gene within gap
AGU54107.1	RSAU_000235	282605..282919	AGU54107.1	virulence protein EsxB	+	282605	282919	272202	306726	34524	TSB	-	Gene within gap
AGU54108.1	RSAU_000236	282916..283593	AGU54108.1	hypothetical protein	+	282916	283593	272202	306726	34524	TSB	-	Gene within gap
AGU54109.1	RSAU_000237	283593..283910	AGU54109.1	hypothetical protein	+	283593	283910	272202	306726	34524	TSB	-	Gene within gap
AGU54110.1	RSAU_000238	283920..285764	AGU54110.1	transposase	+	283920	285764	272202	306726	34524	TSB	-	Gene within gap
AGU54111.1	RSAU_000239	285775..286266	AGU54111.1	hypothetical protein	+	285775	286266	272202	306726	34524	TSB	-	Gene within gap
AGU54112.1	RSAU_000240	286476..287159	AGU54112.1	lipoprotein, putative	+	286476	287159	272202	306726	34524	TSB	-	Gene within gap
AGU54113.1	RSAU_000241	287304..287915	AGU54113.1	hypothetical protein	+	287304	287915	272202	306726	34524	TSB	-	Gene within gap
AGU54114.1	RSAU_000242	288114..288614	AGU54114.1	hypothetical protein	+	288114	288614	272202	306726	34524	TSB	-	Gene within gap
AGU54115.1	RSAU_000243	288717..289115	AGU54115.1	hypothetical protein	+	288717	289115	272202	306726	34524	TSB	-	Gene within gap
AGU54116.1	RSAU_000244	289322..290005	AGU54116.1	lipoprotein, putative	+	289322	290005	272202	306726	34524	TSB	-	Gene within gap
AGU54117.1	RSAU_000245	290579..291079	AGU54117.1	hypothetical protein	+	290579	291079	272202	306726	34524	TSB	-	Gene within gap
AGU54118.1	RSAU_000246	291090..291587	AGU54118.1	hypothetical protein	+	291090	291587	272202	306726	34524	TSB	-	Gene within gap
AGU54119.1	RSAU_000247	291598..292098	AGU54119.1	hypothetical protein	+	291598	292098	272202	306726	34524	TSB	-	Gene within gap
AGU54120.1	RSAU_000248	292109..292597	AGU54120.1	hypothetical protein	+	292109	292597	272202	306726	34524	TSB	-	Gene within gap
AGU54121.1	RSAU_000249	293217..293594	AGU54121.1	putative lipoprotein	+	293217	293594	272202	306726	34524	TSB	-	Gene within gap
AGU54122.1	RSAU_000250	293744..294142	AGU54122.1	hypothetical protein	+	293744	294142	272202	306726	34524	TSB	-	Gene within gap
AGU54123.1	RSAU_000251	complement(294392..295237)	AGU54123.1	formate/nitrite transporter, putative	-	294392	295237	272202	306726	34524	TSB	-	Gene within gap
AGU54124.1	RSAU_000252	complement(295451..296731)	AGU54124.1	branched-chain amino acid transport system II carrier protein, putative	-	295451	296731	272202	306726	34524	TSB	-	Gene within gap
AGU54125.1	RSAU_000253	297354..298244	AGU54125.1	secreted acid phosphatase, putative	+	297354	298244	272202	306726	34524	TSB	-	Gene within gap
AGU54126.1	RSAU_000254	298493..299542	AGU54126.1	ABC transporter, permease protein	+	298493	299542	272202	306726	34524	TSB	-	Gene within gap
AGU54127.1	RSAU_000255	299555..300232	AGU54127.1	ABC transporter, ATP-binding protein	+	299555	300232	272202	306726	34524	TSB	-	Gene within gap
AGU54128.1	RSAU_000256	300434..301471	AGU54128.1	phosphotransferase system IIC component-like protein	+	300434	301471	272202	306726	34524	TSB	-	Gene within gap
AGU54129.1	RSAU_000257	301814..302932	AGU54129.1	PfkB family carbohydrate kinase family, putative	+	301814	302932	272202	306726	34524	TSB	-	Gene within gap
AGU54130.1	RSAU_000258	302907..303830	AGU54130.1	pseudouridine-5'-phosphate glycosidase	+	302907	303830	272202	306726	34524	TSB	-	Gene within gap
AGU54131.1	RSAU_000259	303841..305061	AGU54131.1	nucleoside permease NupC, putative	+	303841	305061	272202	306726	34524	TSB	-	Gene within gap
AGU54132.1	RSAU_000260	complement(305167..306699)	AGU54132.1	sodium:solute symporter family protein	-	305167	306699	272202	306726	34524	TSB	-	Gene within gap
AGU55065.1	RSAU_001236	1332634..1334631	AGU55065.1	DNA topoisomerase IV, subunit B	+	1332634	1334631	1332625	1365605	32980	TSB	-	Gene within gap
AGU55066.1	RSAU_001237	1334631..1337033	AGU55066.1	DNA topoisomerase IV, A subunit	+	1334631	1337033	1332625	1365605	32980	TSB	-	Gene within gap
